city_1,city_2,paragraph_id,paragraph,article_id,title,NOUN,NOUN_clean,VERB,VERB_clean,ADJ,ADJ_clean
Birmingham,Sheffield,926,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Birmingham,Leeds,927,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Birmingham,Cardiff,928,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Manchester,London,929,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Manchester,Birmingham,930,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Manchester,Sheffield,931,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Manchester,Leeds,932,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Manchester,Cardiff,933,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Sheffield,London,934,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Sheffield,Birmingham,935,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Sheffield,Manchester,936,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Sheffield,Leeds,937,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Sheffield,Cardiff,938,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Leeds,London,939,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Leeds,Birmingham,940,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Leeds,Manchester,941,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Leeds,Sheffield,942,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Leeds,Cardiff,943,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Cardiff,London,944,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Cardiff,Birmingham,945,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Cardiff,Manchester,946,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Cardiff,Sheffield,947,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Cardiff,Leeds,948,"In England and Wales, the grounds currently used are: Old Trafford in Manchester (1884), The Oval in Kennington, South London (1884); Lord's in St John's Wood, North London (1884); Headingley in Leeds (1899) and Edgbaston in Birmingham (1902). Additionally Sophia Gardens in Cardiff, Wales (2009); the Riverside Ground in Chester-le-Street, County Durham (2013) and Trent Bridge at West Bridgford (1899), have been used and one Test was also held at Bramall Lane in Sheffield in 1902. Traditionally the final Test of the series is played at the Oval. Sophia Gardens and the Riverside were excluded as Test grounds between the years of 2020 and 2024 and therefore will not host an Ashes Test until at least 2027. Trent Bridge is also not due to host an Ashes Test until 2027.",1132,The Ashes,"['ground', 'series', 'test', 'ground', 'year']","['ground', 'series', 'test', 'ground', 'year']","['hold', 'play', 'exclude', 'host', 'host']","['hold', 'play', 'exclude', 'host', 'host']",['final'],['final']
Paris,London,949,"More disturbing is the fate of the late article ""Sur les Differents Systemes relatifs a la Theorie de la Lumiere"" (""On the Different Systems relating to the Theory of Light""), which Fresnel wrote for the newly launched English journal ""European Review"". This work seems to have been similar in scope to the essay ""De la Lumiere"" of 1821/22, except that Fresnel's views on double refraction, circular and elliptical polarization, optical rotation, and total internal reflection had developed since then. The manuscript was received by the publisher's agent in Paris in early September 1824, and promptly forwarded to London. But the journal failed before Fresnel's contribution could be published. Fresnel tried unsuccessfully to recover the manuscript. The editors of his collected works were also unable to find it, and admitted that it was probably lost.",1141,Augustin-Jean Fresnel,"['fate', 'article', 'sur', 'le', 'theory', 'journal', 'work', 'scope', 'essay', 'view', 'refraction', 'polarization', 'rotation', 'reflection', 'manuscript', 'publisher', 'agent', 'journal', 'contribution', 'manuscript', 'editor', 'work']","['fate', 'article', 'sur', 'le', 'theory', 'journal', 'work', 'scope', 'essay', 'view', 'refraction', 'polarization', 'rotation', 'reflection', 'manuscript', 'publisher', 'agent', 'journal', 'contribution', 'manuscript', 'editor', 'work']","['relatifs', 'relate', 'write', 'launch', 'develop', 'receive', 'forward', 'fail', 'publish', 'try', 'recover', 'collect', 'find', 'admit', 'lose']","['relate', 'write', 'launch', 'develop', 'receive', 'forward', 'fail', 'publish', 'try', 'recover', 'collect', 'find', 'admit', 'lose']","['disturbing', 'late', 'similar', 'double', 'circular', 'elliptical', 'optical', 'total', 'internal', 'early', 'unable']","['disturbing', 'late', 'similar', 'double', 'circular', 'elliptical', 'optical', 'total', 'internal', 'early', 'unable']"
London,Paris,950,"More disturbing is the fate of the late article ""Sur les Differents Systemes relatifs a la Theorie de la Lumiere"" (""On the Different Systems relating to the Theory of Light""), which Fresnel wrote for the newly launched English journal ""European Review"". This work seems to have been similar in scope to the essay ""De la Lumiere"" of 1821/22, except that Fresnel's views on double refraction, circular and elliptical polarization, optical rotation, and total internal reflection had developed since then. The manuscript was received by the publisher's agent in Paris in early September 1824, and promptly forwarded to London. But the journal failed before Fresnel's contribution could be published. Fresnel tried unsuccessfully to recover the manuscript. The editors of his collected works were also unable to find it, and admitted that it was probably lost.",1141,Augustin-Jean Fresnel,"['fate', 'article', 'sur', 'le', 'theory', 'journal', 'work', 'scope', 'essay', 'view', 'refraction', 'polarization', 'rotation', 'reflection', 'manuscript', 'publisher', 'agent', 'journal', 'contribution', 'manuscript', 'editor', 'work']","['fate', 'article', 'sur', 'le', 'theory', 'journal', 'work', 'scope', 'essay', 'view', 'refraction', 'polarization', 'rotation', 'reflection', 'manuscript', 'publisher', 'agent', 'journal', 'contribution', 'manuscript', 'editor', 'work']","['relatifs', 'relate', 'write', 'launch', 'develop', 'receive', 'forward', 'fail', 'publish', 'try', 'recover', 'collect', 'find', 'admit', 'lose']","['relate', 'write', 'launch', 'develop', 'receive', 'forward', 'fail', 'publish', 'try', 'recover', 'collect', 'find', 'admit', 'lose']","['disturbing', 'late', 'similar', 'double', 'circular', 'elliptical', 'optical', 'total', 'internal', 'early', 'unable']","['disturbing', 'late', 'similar', 'double', 'circular', 'elliptical', 'optical', 'total', 'internal', 'early', 'unable']"
Manchester,Liverpool,951,"One of the earliest examples of an almost modern factory layout, designed for easy material handling, was the Bridgewater Foundry. The factory grounds were bordered by the Bridgewater Canal and the Liverpool and Manchester Railway. The buildings were arranged in a line with a railway for carrying the work going through the buildings. Cranes were used for lifting the heavy work, which sometimes weighed in the tens of tons. The work passed sequentially through to erection of framework and final assembly.",1146,Assembly line,"['example', 'factory', 'layout', 'material', 'handling', 'factory', 'ground', 'building', 'line', 'railway', 'work', 'building', 'crane', 'work', 'ten', 'ton', 'work', 'erection', 'framework', 'assembly']","['example', 'factory', 'layout', 'material', 'handling', 'factory', 'ground', 'building', 'line', 'railway', 'work', 'building', 'crane', 'work', 'ten', 'ton', 'work', 'erection', 'framework', 'assembly']","['design', 'border', 'arrange', 'carry', 'go', 'lift', 'weigh', 'pass']","['design', 'border', 'arrange', 'carry', 'go', 'lift', 'weigh', 'pass']","['early', 'modern', 'easy', 'heavy', 'final']","['early', 'modern', 'easy', 'heavy', 'final']"
Liverpool,Manchester,952,"One of the earliest examples of an almost modern factory layout, designed for easy material handling, was the Bridgewater Foundry. The factory grounds were bordered by the Bridgewater Canal and the Liverpool and Manchester Railway. The buildings were arranged in a line with a railway for carrying the work going through the buildings. Cranes were used for lifting the heavy work, which sometimes weighed in the tens of tons. The work passed sequentially through to erection of framework and final assembly.",1146,Assembly line,"['example', 'factory', 'layout', 'material', 'handling', 'factory', 'ground', 'building', 'line', 'railway', 'work', 'building', 'crane', 'work', 'ten', 'ton', 'work', 'erection', 'framework', 'assembly']","['example', 'factory', 'layout', 'material', 'handling', 'factory', 'ground', 'building', 'line', 'railway', 'work', 'building', 'crane', 'work', 'ten', 'ton', 'work', 'erection', 'framework', 'assembly']","['design', 'border', 'arrange', 'carry', 'go', 'lift', 'weigh', 'pass']","['design', 'border', 'arrange', 'carry', 'go', 'lift', 'weigh', 'pass']","['early', 'modern', 'easy', 'heavy', 'final']","['early', 'modern', 'easy', 'heavy', 'final']"
London,Manchester,953,"Garner faced several life-threatening childhood illnesses, which left him bed ridden for much of the time. He attended a local village school, where he found that, despite being praised for his intelligence, he was punished for speaking in his native Cheshire dialect; for instance, when he was six his primary school teacher washed his mouth out with soapy water. Garner then won a place at Manchester Grammar School, where he received his secondary education; entry was means-tested, resulting in his school fees being waived. Rather than focusing his interest on creative writing, it was here that he excelled at sprinting. He used to go jogging along the highway, and later claimed that in doing so he was sometimes accompanied by the mathematician Alan Turing, who shared his fascination for the Disney film ""Snow White and the Seven Dwarfs"". Garner was then conscripted into national service, serving for a time with the Royal Artillery while posted to Woolwich in Southeast London.",1152,Alan Garner,"['life', 'childhood', 'illness', 'bed', 'time', 'village', 'school', 'intelligence', 'dialect', 'instance', 'school', 'teacher', 'mouth', 'water', 'place', 'education', 'entry', 'means', 'school', 'fee', 'interest', 'writing', 'sprinting', 'highway', 'mathematician', 'fascination', 'film', 'dwarf', 'service', 'time']","['life', 'childhood', 'illness', 'bed', 'time', 'village', 'school', 'intelligence', 'dialect', 'instance', 'school', 'teacher', 'mouth', 'water', 'place', 'education', 'entry', 'means', 'school', 'fee', 'interest', 'writing', 'sprinting', 'highway', 'mathematician', 'fascination', 'film', 'dwarf', 'service', 'time']","['face', 'threaten', 'leave', 'ride', 'attend', 'find', 'praise', 'punish', 'speak', 'wash', 'win', 'receive', 'test', 'result', 'waive', 'focus', 'excel', 'jog', 'claim', 'accompany', 'share', 'conscript', 'serve', 'post']","['face', 'threaten', 'leave', 'ride', 'attend', 'find', 'praise', 'punish', 'speak', 'wash', 'win', 'receive', 'test', 'result', 'waive', 'focus', 'excel', 'jog', 'claim', 'accompany', 'share', 'conscript', 'serve', 'post']","['local', 'native', 'primary', 'soapy', 'secondary', 'creative', 'national']","['local', 'native', 'primary', 'soapy', 'secondary', 'creative', 'national']"
